store_nbr,family,date,sales,onpromotion
1,SEAFOOD,2013-02-14,30.473999,0
1,SEAFOOD,2013-02-15,33.906,0
1,SEAFOOD,2013-02-16,30.302,0
1,SEAFOOD,2013-02-17,10.424,0
1,SEAFOOD,2013-02-18,21.654,0
1,SEAFOOD,2013-02-19,26.345,0
1,SEAFOOD,2013-02-20,31.452,0
1,SEAFOOD,2013-02-21,27.6,0
1,SEAFOOD,2013-02-22,46.413002,0
1,SEAFOOD,2013-02-23,35.781998,0
1,SEAFOOD,2013-02-24,10.201,0
1,SEAFOOD,2013-02-25,11.693,0
1,SEAFOOD,2013-02-26,15.705,0
1,SEAFOOD,2013-02-27,43.823997,0
1,SEAFOOD,2013-02-28,26.257,0
1,SEAFOOD,2013-03-01,28.392,0
1,SEAFOOD,2013-03-02,30.140999,0
1,SEAFOOD,2013-03-03,16.978,0
1,SEAFOOD,2013-03-04,31.286999,0
1,SEAFOOD,2013-03-05,30.488,0
1,SEAFOOD,2013-03-06,39.268,0
1,SEAFOOD,2013-03-07,19.069,0
1,SEAFOOD,2013-03-08,35.392998,0
1,SEAFOOD,2013-03-09,29.409,0
1,SEAFOOD,2013-03-10,22.214,0
1,SEAFOOD,2013-03-11,38.251,0
1,SEAFOOD,2013-03-12,12.879,0
1,SEAFOOD,2013-03-13,19.861,0
1,SEAFOOD,2013-03-14,27.047,0
1,SEAFOOD,2013-03-15,43.267,0
1,SEAFOOD,2013-03-16,32.283,0
1,SEAFOOD,2013-03-17,4.078,0
1,SEAFOOD,2013-03-18,21.282,0
1,SEAFOOD,2013-03-19,13.542,0
1,SEAFOOD,2013-03-20,35.941,0
1,SEAFOOD,2013-03-21,28.464,0
1,SEAFOOD,2013-03-22,42.478,0
1,SEAFOOD,2013-03-23,40.974,0
1,SEAFOOD,2013-03-24,8.342,0
1,SEAFOOD,2013-03-25,23.835,0
1,SEAFOOD,2013-03-26,28.642,0
1,SEAFOOD,2013-03-27,30.604,0
1,SEAFOOD,2013-03-28,21.5,0
1,SEAFOOD,2013-03-29,10.048,0
1,SEAFOOD,2013-03-30,23.897,0
1,SEAFOOD,2013-03-31,13.327,0
1,SEAFOOD,2013-04-01,33.153,0
1,SEAFOOD,2013-04-02,22.147999,0
1,SEAFOOD,2013-04-03,27.747,0
1,SEAFOOD,2013-04-04,17.43,0
1,SEAFOOD,2013-04-05,33.73,0
1,SEAFOOD,2013-04-06,23.487,0
1,SEAFOOD,2013-04-07,9.6119995,0
1,SEAFOOD,2013-04-08,16.26,0
1,SEAFOOD,2013-04-09,20.2,0
1,SEAFOOD,2013-04-10,37.282,0
1,SEAFOOD,2013-04-11,22.232,0
1,SEAFOOD,2013-04-12,27.314,0
1,SEAFOOD,2013-04-13,23.533,0
1,SEAFOOD,2013-04-14,21.19,0
1,SEAFOOD,2013-04-15,19.142,0
1,SEAFOOD,2013-04-16,18.699,0
1,SEAFOOD,2013-04-17,33.079,0
1,SEAFOOD,2013-04-18,21.473,0
1,SEAFOOD,2013-04-19,43.224,0
1,SEAFOOD,2013-04-20,23.803,0
1,SEAFOOD,2013-04-21,12.389,0
1,SEAFOOD,2013-04-22,20.976,0
1,SEAFOOD,2013-04-23,17.217,0
1,SEAFOOD,2013-04-24,25.09,0
1,SEAFOOD,2013-04-25,33.371002,0
1,SEAFOOD,2013-04-26,32.121,0
1,SEAFOOD,2013-04-27,23.834,0
1,SEAFOOD,2013-04-28,15.018,0
1,SEAFOOD,2013-04-29,23.381,0
1,SEAFOOD,2013-04-30,23.579,0
1,SEAFOOD,2013-05-01,12.007,0
1,SEAFOOD,2013-05-02,21.869,0
1,SEAFOOD,2013-05-03,37.523003,0
1,SEAFOOD,2013-05-04,25.268,0
1,SEAFOOD,2013-05-05,12.108,0
1,SEAFOOD,2013-05-06,18.983,0
1,SEAFOOD,2013-05-07,26.413,0
1,SEAFOOD,2013-05-08,24.859001,0
1,SEAFOOD,2013-05-09,23.861,0
1,SEAFOOD,2013-05-10,43.613,0
1,SEAFOOD,2013-05-11,14.254,0
1,SEAFOOD,2013-05-12,9.637,0
1,SEAFOOD,2013-05-13,20.104,0
1,SEAFOOD,2013-05-14,21.76,0
1,SEAFOOD,2013-05-15,30.045,0
1,SEAFOOD,2013-05-16,20.985,0
1,SEAFOOD,2013-05-17,39.037,0
1,SEAFOOD,2013-05-18,32.589,0
1,SEAFOOD,2013-05-19,10.695,0
1,SEAFOOD,2013-05-20,25.526,0
1,SEAFOOD,2013-05-21,26.815,0
1,SEAFOOD,2013-05-22,30.692,0
1,SEAFOOD,2013-05-23,24.93,0
1,SEAFOOD,2013-05-24,18.918,0
1,SEAFOOD,2013-05-25,25.966,0
1,SEAFOOD,2013-05-26,8.253,0
1,SEAFOOD,2013-05-27,26.807,0
1,SEAFOOD,2013-05-28,19.191,0
1,SEAFOOD,2013-05-29,33.985,0
1,SEAFOOD,2013-05-30,17.345,0
1,SEAFOOD,2013-05-31,34.818,0
1,SEAFOOD,2013-06-01,26.504,0
1,SEAFOOD,2013-06-02,3.934,0
1,SEAFOOD,2013-06-03,26.243,0
1,SEAFOOD,2013-06-04,19.545,0
1,SEAFOOD,2013-06-05,35.245,0
1,SEAFOOD,2013-06-06,16.144001,0
1,SEAFOOD,2013-06-07,41.088,0
1,SEAFOOD,2013-06-08,27.212,0
1,SEAFOOD,2013-06-09,9.449,0
1,SEAFOOD,2013-06-10,21.476,0
1,SEAFOOD,2013-06-11,9.978,0
1,SEAFOOD,2013-06-12,26.73,0
1,SEAFOOD,2013-06-13,19.327,0
1,SEAFOOD,2013-06-14,14.161,0
1,SEAFOOD,2013-06-15,11.637,0
1,SEAFOOD,2013-06-16,9.503,0
1,SEAFOOD,2013-06-17,15.429,0
1,SEAFOOD,2013-06-18,20.84,0
1,SEAFOOD,2013-06-19,33.399002,0
1,SEAFOOD,2013-06-20,22.411,0
1,SEAFOOD,2013-06-21,23.968,0
1,SEAFOOD,2013-06-22,23.28,0
1,SEAFOOD,2013-06-23,9.672,0
1,SEAFOOD,2013-06-24,19.926,0
1,SEAFOOD,2013-06-25,20.617,0
1,SEAFOOD,2013-06-26,29.199,0
1,SEAFOOD,2013-06-27,14.502,0
1,SEAFOOD,2013-06-28,38.617,0
1,SEAFOOD,2013-06-29,17.917,0
1,SEAFOOD,2013-06-30,10.299,0
1,SEAFOOD,2013-07-01,24.898,0
1,SEAFOOD,2013-07-02,27.851,0
1,SEAFOOD,2013-07-03,32.204,0
1,SEAFOOD,2013-07-04,16.229,0
1,SEAFOOD,2013-07-05,41.159,0
1,SEAFOOD,2013-07-06,13.432,0
1,SEAFOOD,2013-07-07,11.934999,0
1,SEAFOOD,2013-07-08,16.088999,0
1,SEAFOOD,2013-07-09,15.889,0
1,SEAFOOD,2013-07-10,26.168999,0
1,SEAFOOD,2013-07-11,20.684,0
1,SEAFOOD,2013-07-12,43.55,0
1,SEAFOOD,2013-07-13,26.769001,0
1,SEAFOOD,2013-07-14,13.932,0
1,SEAFOOD,2013-07-15,22.248,0
1,SEAFOOD,2013-07-16,21.31,0
1,SEAFOOD,2013-07-17,16.793,0
1,SEAFOOD,2013-07-18,12.45,0
1,SEAFOOD,2013-07-19,40.049,0
1,SEAFOOD,2013-07-20,25.703001,0
1,SEAFOOD,2013-07-21,7.489,0
1,SEAFOOD,2013-07-22,7.826,0
1,SEAFOOD,2013-07-23,27.285,0
1,SEAFOOD,2013-07-24,26.976,0
1,SEAFOOD,2013-07-25,21.596,0
1,SEAFOOD,2013-07-26,31.966,0
1,SEAFOOD,2013-07-27,25.137001,0
1,SEAFOOD,2013-07-28,7.665,0
1,SEAFOOD,2013-07-29,17.434,0
1,SEAFOOD,2013-07-30,27.323,0
1,SEAFOOD,2013-07-31,15.829,0
1,SEAFOOD,2013-08-01,26.746,0
1,SEAFOOD,2013-08-02,25.343,0
1,SEAFOOD,2013-08-03,23.552,0
1,SEAFOOD,2013-08-04,9.96,0
1,SEAFOOD,2013-08-05,23.707,0
1,SEAFOOD,2013-08-06,14.265,0
1,SEAFOOD,2013-08-07,23.464,0
1,SEAFOOD,2013-08-08,17.235,0
1,SEAFOOD,2013-08-09,44.972,0
1,SEAFOOD,2013-08-10,17.195,0
1,SEAFOOD,2013-08-11,6.9300003,0
1,SEAFOOD,2013-08-12,15.375,0
1,SEAFOOD,2013-08-13,11.592,0
1,SEAFOOD,2013-08-14,18.008,0
1,SEAFOOD,2013-08-15,30.714,0
1,SEAFOOD,2013-08-16,37.339,0
1,SEAFOOD,2013-08-17,24.984,0
1,SEAFOOD,2013-08-18,8.94,0
1,SEAFOOD,2013-08-19,14.696,0
1,SEAFOOD,2013-08-20,16.636,0
1,SEAFOOD,2013-08-21,28.782,0
1,SEAFOOD,2013-08-22,19.065,0
1,SEAFOOD,2013-08-23,33.989998,0
1,SEAFOOD,2013-08-24,33.527,0
1,SEAFOOD,2013-08-25,10.125999,0
1,SEAFOOD,2013-08-26,24.257,0
1,SEAFOOD,2013-08-27,17.142,0
1,SEAFOOD,2013-08-28,28.182,0
1,SEAFOOD,2013-08-29,28.053,0
1,SEAFOOD,2013-08-30,45.763,0
1,SEAFOOD,2013-08-31,22.48,0
1,SEAFOOD,2013-09-01,24.985,0
1,SEAFOOD,2013-09-02,19.996,0
1,SEAFOOD,2013-09-03,25.861,0
1,SEAFOOD,2013-09-04,21.506,0
1,SEAFOOD,2013-09-05,26.342,0
1,SEAFOOD,2013-09-06,43.227,0
1,SEAFOOD,2013-09-07,21.249,0
1,SEAFOOD,2013-09-08,9.698,0
1,SEAFOOD,2013-09-09,22.697,0
1,SEAFOOD,2013-09-10,27.061,0
1,SEAFOOD,2013-09-11,24.367,0
1,SEAFOOD,2013-09-12,19.346,0
1,SEAFOOD,2013-09-13,36.422,0
1,SEAFOOD,2013-09-14,30.541,0
1,SEAFOOD,2013-09-15,12.42,0
1,SEAFOOD,2013-09-16,25.854,0
1,SEAFOOD,2013-09-17,28.78,0
1,SEAFOOD,2013-09-18,30.907,0
1,SEAFOOD,2013-09-19,28.805,0
1,SEAFOOD,2013-09-20,41.604,0
1,SEAFOOD,2013-09-21,31.743,0
1,SEAFOOD,2013-09-22,18.898,0
1,SEAFOOD,2013-09-23,35.828,0
1,SEAFOOD,2013-09-24,39.329002,0
1,SEAFOOD,2013-09-25,41.453,0
1,SEAFOOD,2013-09-26,23.631,0
1,SEAFOOD,2013-09-27,53.143,0
1,SEAFOOD,2013-09-28,35.13,0
1,SEAFOOD,2013-09-29,16.841,0
1,SEAFOOD,2013-09-30,23.328,0
1,SEAFOOD,2013-10-01,33.814,0
1,SEAFOOD,2013-10-02,35.679,0
1,SEAFOOD,2013-10-03,29.088,0
1,SEAFOOD,2013-10-04,46.355,0
1,SEAFOOD,2013-10-05,31.104,0
1,SEAFOOD,2013-10-06,16.892,0
1,SEAFOOD,2013-10-07,17.844,0
1,SEAFOOD,2013-10-08,27.556,0
1,SEAFOOD,2013-10-09,25.871,0
1,SEAFOOD,2013-10-10,12.75,0
1,SEAFOOD,2013-10-11,17.73,0
1,SEAFOOD,2013-10-12,17.82,0
1,SEAFOOD,2013-10-13,10.483,0
1,SEAFOOD,2013-10-14,17.243,0
1,SEAFOOD,2013-10-15,14.388,0
1,SEAFOOD,2013-10-16,30.251,0
1,SEAFOOD,2013-10-17,21.832,0
1,SEAFOOD,2013-10-18,38.95,0
1,SEAFOOD,2013-10-19,17.4,0
1,SEAFOOD,2013-10-20,16.492,0
1,SEAFOOD,2013-10-21,24.711,0
1,SEAFOOD,2013-10-22,18.492,0
1,SEAFOOD,2013-10-23,15.463,0
1,SEAFOOD,2013-10-24,17.36,0
1,SEAFOOD,2013-10-25,19.467001,0
1,SEAFOOD,2013-10-26,27.973,0
1,SEAFOOD,2013-10-27,13.356,0
1,SEAFOOD,2013-10-28,20.2,0
1,SEAFOOD,2013-10-29,33.736,0
1,SEAFOOD,2013-10-30,25.086,0
1,SEAFOOD,2013-10-31,29.982,0
1,SEAFOOD,2013-11-01,36.155,0
1,SEAFOOD,2013-11-02,22.886,0
1,SEAFOOD,2013-11-03,8.999001,0
1,SEAFOOD,2013-11-04,20.711,0
1,SEAFOOD,2013-11-05,24.89,0
1,SEAFOOD,2013-11-06,23.95,0
1,SEAFOOD,2013-11-07,23.335001,0
1,SEAFOOD,2013-11-08,41.291,0
1,SEAFOOD,2013-11-09,15.632,0
1,SEAFOOD,2013-11-10,9.467,0
1,SEAFOOD,2013-11-11,17.225,0
1,SEAFOOD,2013-11-12,30.228,0
1,SEAFOOD,2013-11-13,31.58,0
1,SEAFOOD,2013-11-14,25.215,0
1,SEAFOOD,2013-11-15,36.395,0
1,SEAFOOD,2013-11-16,24.953,0
1,SEAFOOD,2013-11-17,10.606,0
1,SEAFOOD,2013-11-18,20.731,0
1,SEAFOOD,2013-11-19,17.133999,0
1,SEAFOOD,2013-11-20,18.445,0
1,SEAFOOD,2013-11-21,9.17,0
1,SEAFOOD,2013-11-22,18.996,0
1,SEAFOOD,2013-11-23,18.25,0
1,SEAFOOD,2013-11-24,13.857,0
1,SEAFOOD,2013-11-25,18.807,0
1,SEAFOOD,2013-11-26,20.668,0
1,SEAFOOD,2013-11-27,29.74,0
1,SEAFOOD,2013-11-28,13.347,0
1,SEAFOOD,2013-11-29,19.069,0
1,SEAFOOD,2013-11-30,27.297,0
1,SEAFOOD,2013-12-01,19.854,0
1,SEAFOOD,2013-12-02,29.144,0
1,SEAFOOD,2013-12-03,13.9,0
1,SEAFOOD,2013-12-04,25.869999,0
1,SEAFOOD,2013-12-05,12.798,0
1,SEAFOOD,2013-12-06,11.242001,0
1,SEAFOOD,2013-12-07,14.389,0
1,SEAFOOD,2013-12-08,3.936,0
1,SEAFOOD,2013-12-09,19.925,0
1,SEAFOOD,2013-12-10,15.882,0
1,SEAFOOD,2013-12-11,26.695,0
1,SEAFOOD,2013-12-12,18.54,0
1,SEAFOOD,2013-12-13,36.324,0
1,SEAFOOD,2013-12-14,49.104,0
1,SEAFOOD,2013-12-15,13.411,0
1,SEAFOOD,2013-12-16,19.560999,0
1,SEAFOOD,2013-12-17,19.882,0
1,SEAFOOD,2013-12-18,16.134,0
1,SEAFOOD,2013-12-19,13.772,0
1,SEAFOOD,2013-12-20,40.301,0
1,SEAFOOD,2013-12-21,27.845,0
1,SEAFOOD,2013-12-22,11.183,0
1,SEAFOOD,2013-12-23,31.551,0
1,SEAFOOD,2013-12-24,28.162,0
1,SEAFOOD,2013-12-26,26.623,0
1,SEAFOOD,2013-12-27,22.541,0
1,SEAFOOD,2013-12-28,19.537,0
1,SEAFOOD,2013-12-29,7.108,0
1,SEAFOOD,2013-12-30,14.228,0
1,SEAFOOD,2013-12-31,13.933,0
1,SEAFOOD,2014-01-01,0.0,0
1,SEAFOOD,2014-01-02,31.529999,0
1,SEAFOOD,2014-01-03,18.7566,0
1,SEAFOOD,2014-01-04,13.684,0
1,SEAFOOD,2014-01-05,7.744,0
1,SEAFOOD,2014-01-06,38.93,0
1,SEAFOOD,2014-01-07,30.685999,0
1,SEAFOOD,2014-01-08,41.957,0
1,SEAFOOD,2014-01-09,30.062,0
1,SEAFOOD,2014-01-10,46.7746,0
1,SEAFOOD,2014-01-11,22.924,0
1,SEAFOOD,2014-01-12,4.707,0
1,SEAFOOD,2014-01-13,19.663,0
1,SEAFOOD,2014-01-14,22.88,0
1,SEAFOOD,2014-01-15,47.787,0
1,SEAFOOD,2014-01-16,19.453001,0
1,SEAFOOD,2014-01-17,44.5476,0
1,SEAFOOD,2014-01-18,31.143,0
1,SEAFOOD,2014-01-19,7.914,0
1,SEAFOOD,2014-01-20,20.318,0
1,SEAFOOD,2014-01-21,35.415,0
1,SEAFOOD,2014-01-22,30.667,0
1,SEAFOOD,2014-01-23,37.339,0
1,SEAFOOD,2014-01-24,37.4747,0
1,SEAFOOD,2014-01-25,17.211,0
1,SEAFOOD,2014-01-26,15.056,0
1,SEAFOOD,2014-01-27,20.955,0
1,SEAFOOD,2014-01-28,23.327,0
1,SEAFOOD,2014-01-29,26.214,0
1,SEAFOOD,2014-01-30,21.994,0
1,SEAFOOD,2014-01-31,40.283,0
1,SEAFOOD,2014-02-01,26.35,0
1,SEAFOOD,2014-02-02,8.102,0
1,SEAFOOD,2014-02-03,14.1310005,0
1,SEAFOOD,2014-02-04,30.887001,0
1,SEAFOOD,2014-02-05,33.721,0
1,SEAFOOD,2014-02-06,31.976,0
1,SEAFOOD,2014-02-07,32.9249,0
1,SEAFOOD,2014-02-08,29.801998,0
1,SEAFOOD,2014-02-09,7.4490004,0
1,SEAFOOD,2014-02-10,16.558,0
1,SEAFOOD,2014-02-11,12.616,0
1,SEAFOOD,2014-02-12,31.846,0
1,SEAFOOD,2014-02-13,19.374,0
1,SEAFOOD,2014-02-14,39.0124,0
1,SEAFOOD,2014-02-15,20.598,0
1,SEAFOOD,2014-02-16,9.686,0
1,SEAFOOD,2014-02-17,21.587,0
1,SEAFOOD,2014-02-18,30.506,0
1,SEAFOOD,2014-02-19,16.767,0
1,SEAFOOD,2014-02-20,26.054,0
1,SEAFOOD,2014-02-21,32.3975,0
1,SEAFOOD,2014-02-22,27.783,0
1,SEAFOOD,2014-02-23,11.439,0
1,SEAFOOD,2014-02-24,24.862,0
1,SEAFOOD,2014-02-25,34.136,0
1,SEAFOOD,2014-02-26,30.5,0
1,SEAFOOD,2014-02-27,21.486,0
1,SEAFOOD,2014-02-28,41.9084,0
1,SEAFOOD,2014-03-01,16.507,0
1,SEAFOOD,2014-03-02,11.708,0
1,SEAFOOD,2014-03-03,6.299,0
1,SEAFOOD,2014-03-04,15.874,0
1,SEAFOOD,2014-03-05,34.909,0
1,SEAFOOD,2014-03-06,35.983,0
1,SEAFOOD,2014-03-07,48.4798,0
1,SEAFOOD,2014-03-08,17.458,0
1,SEAFOOD,2014-03-09,16.783,0
1,SEAFOOD,2014-03-10,33.012,0
1,SEAFOOD,2014-03-11,29.607,0
1,SEAFOOD,2014-03-12,55.628,0
1,SEAFOOD,2014-03-13,43.019,0
1,SEAFOOD,2014-03-14,47.1728,0
1,SEAFOOD,2014-03-15,22.008,0
1,SEAFOOD,2014-03-16,24.092,0
1,SEAFOOD,2014-03-17,22.275,0
1,SEAFOOD,2014-03-18,29.714,0
1,SEAFOOD,2014-03-19,38.4,0
1,SEAFOOD,2014-03-20,21.918,0
1,SEAFOOD,2014-03-21,78.498,0
1,SEAFOOD,2014-03-22,33.965,0
1,SEAFOOD,2014-03-23,17.411,0
1,SEAFOOD,2014-03-24,40.715,0
1,SEAFOOD,2014-03-25,35.773,0
1,SEAFOOD,2014-03-26,46.194,0
1,SEAFOOD,2014-03-27,31.388,0
1,SEAFOOD,2014-03-28,63.2869,0
1,SEAFOOD,2014-03-29,33.615,0
1,SEAFOOD,2014-03-30,18.352,0
1,SEAFOOD,2014-03-31,27.977,0
1,SEAFOOD,2014-04-01,36.417,0
1,SEAFOOD,2014-04-02,48.528,0
1,SEAFOOD,2014-04-03,28.852001,0
1,SEAFOOD,2014-04-04,68.8355,0
1,SEAFOOD,2014-04-05,25.17,0
1,SEAFOOD,2014-04-06,23.414,0
1,SEAFOOD,2014-04-07,36.965,0
1,SEAFOOD,2014-04-08,39.863,0
1,SEAFOOD,2014-04-09,36.292,0
1,SEAFOOD,2014-04-10,21.858,0
1,SEAFOOD,2014-04-11,33.3072,0
1,SEAFOOD,2014-04-12,35.877,0
1,SEAFOOD,2014-04-13,17.147,0
1,SEAFOOD,2014-04-14,26.951,0
1,SEAFOOD,2014-04-15,33.993,0
1,SEAFOOD,2014-04-16,28.191,0
1,SEAFOOD,2014-04-17,22.891998,0
1,SEAFOOD,2014-04-18,18.040699,0
1,SEAFOOD,2014-04-19,14.668,0
1,SEAFOOD,2014-04-20,5.876,0
1,SEAFOOD,2014-04-21,16.181,0
1,SEAFOOD,2014-04-22,33.856,0
1,SEAFOOD,2014-04-23,26.017,0
1,SEAFOOD,2014-04-24,20.933,0
1,SEAFOOD,2014-04-25,46.0419,0
1,SEAFOOD,2014-04-26,22.968,0
1,SEAFOOD,2014-04-27,8.679,0
1,SEAFOOD,2014-04-28,21.332,0
1,SEAFOOD,2014-04-29,29.494,0
1,SEAFOOD,2014-04-30,32.196,0
1,SEAFOOD,2014-05-01,11.05,0
1,SEAFOOD,2014-05-02,51.0164,0
1,SEAFOOD,2014-05-03,44.387,0
1,SEAFOOD,2014-05-04,15.039,0
1,SEAFOOD,2014-05-05,22.213999,0
1,SEAFOOD,2014-05-06,27.242,0
1,SEAFOOD,2014-05-07,36.0,0
1,SEAFOOD,2014-05-08,25.23,0
1,SEAFOOD,2014-05-09,60.8293,0
1,SEAFOOD,2014-05-10,41.633,0
1,SEAFOOD,2014-05-11,9.985,0
1,SEAFOOD,2014-05-12,14.788,0
1,SEAFOOD,2014-05-13,27.668,0
1,SEAFOOD,2014-05-14,28.149,0
1,SEAFOOD,2014-05-15,37.034,0
1,SEAFOOD,2014-05-16,41.5975,0
1,SEAFOOD,2014-05-17,20.117,0
1,SEAFOOD,2014-05-18,8.092999,0
1,SEAFOOD,2014-05-19,29.881,0
1,SEAFOOD,2014-05-20,23.032,0
1,SEAFOOD,2014-05-21,27.453,0
1,SEAFOOD,2014-05-22,26.071,0
1,SEAFOOD,2014-05-23,44.8067,0
1,SEAFOOD,2014-05-24,38.188,0
1,SEAFOOD,2014-05-25,8.218,0
1,SEAFOOD,2014-05-26,25.227001,0
1,SEAFOOD,2014-05-27,23.557999,0
1,SEAFOOD,2014-05-28,20.811,0
1,SEAFOOD,2014-05-29,29.03,0
1,SEAFOOD,2014-05-30,45.8228,0
1,SEAFOOD,2014-05-31,26.027,0
1,SEAFOOD,2014-06-01,15.096,0
1,SEAFOOD,2014-06-02,28.987999,0
1,SEAFOOD,2014-06-03,28.722,0
1,SEAFOOD,2014-06-04,25.963001,0
1,SEAFOOD,2014-06-05,23.619999,0
1,SEAFOOD,2014-06-06,41.849,0
1,SEAFOOD,2014-06-07,20.484001,0
1,SEAFOOD,2014-06-08,6.016,0
1,SEAFOOD,2014-06-09,34.386,0
1,SEAFOOD,2014-06-10,19.042,0
1,SEAFOOD,2014-06-11,39.626,0
1,SEAFOOD,2014-06-12,13.961,0
1,SEAFOOD,2014-06-13,52.7249,0
1,SEAFOOD,2014-06-14,36.193,0
1,SEAFOOD,2014-06-15,5.592,0
1,SEAFOOD,2014-06-16,33.089,0
1,SEAFOOD,2014-06-17,20.334,0
1,SEAFOOD,2014-06-18,25.01,0
1,SEAFOOD,2014-06-19,17.676,0
1,SEAFOOD,2014-06-20,45.2693,0
1,SEAFOOD,2014-06-21,20.401,0
1,SEAFOOD,2014-06-22,11.932,0
1,SEAFOOD,2014-06-23,29.602001,0
1,SEAFOOD,2014-06-24,25.804,0
1,SEAFOOD,2014-06-25,33.996002,0
1,SEAFOOD,2014-06-26,21.791,0
1,SEAFOOD,2014-06-27,46.7682,0
1,SEAFOOD,2014-06-28,27.105,0
1,SEAFOOD,2014-06-29,10.8689995,0
1,SEAFOOD,2014-06-30,27.182,0
1,SEAFOOD,2014-07-01,29.079,0
1,SEAFOOD,2014-07-02,38.013,0
1,SEAFOOD,2014-07-03,7.8980002,0
1,SEAFOOD,2014-07-04,30.559,6
1,SEAFOOD,2014-07-05,20.717,0
1,SEAFOOD,2014-07-06,15.667,0
1,SEAFOOD,2014-07-07,30.783,0
1,SEAFOOD,2014-07-08,17.169,0
1,SEAFOOD,2014-07-09,26.007,0
1,SEAFOOD,2014-07-10,26.848999,0
1,SEAFOOD,2014-07-11,39.933,5
1,SEAFOOD,2014-07-12,28.054,0
1,SEAFOOD,2014-07-13,15.573,0
1,SEAFOOD,2014-07-14,22.326,0
1,SEAFOOD,2014-07-15,21.193,0
1,SEAFOOD,2014-07-16,38.573,0
1,SEAFOOD,2014-07-17,23.908,0
1,SEAFOOD,2014-07-18,43.502,6
1,SEAFOOD,2014-07-19,17.834,0
1,SEAFOOD,2014-07-20,16.762001,0
1,SEAFOOD,2014-07-21,27.802,0
1,SEAFOOD,2014-07-22,28.227001,0
1,SEAFOOD,2014-07-23,24.189999,0
1,SEAFOOD,2014-07-24,22.002,0
1,SEAFOOD,2014-07-25,36.287,4
1,SEAFOOD,2014-07-26,23.822,1
1,SEAFOOD,2014-07-27,9.425,0
1,SEAFOOD,2014-07-28,20.737,0
1,SEAFOOD,2014-07-29,25.216,0
1,SEAFOOD,2014-07-30,28.192,0
1,SEAFOOD,2014-07-31,13.86,0
1,SEAFOOD,2014-08-01,41.272,5
1,SEAFOOD,2014-08-02,25.524,0
1,SEAFOOD,2014-08-03,12.111,0
1,SEAFOOD,2014-08-04,15.411,0
1,SEAFOOD,2014-08-05,25.368,0
1,SEAFOOD,2014-08-06,32.248,0
1,SEAFOOD,2014-08-07,15.853,0
1,SEAFOOD,2014-08-08,40.076,5
1,SEAFOOD,2014-08-09,26.744999,0
1,SEAFOOD,2014-08-10,14.365,0
1,SEAFOOD,2014-08-11,16.13,0
1,SEAFOOD,2014-08-12,22.001,0
1,SEAFOOD,2014-08-13,30.58,0
1,SEAFOOD,2014-08-14,18.085001,0
1,SEAFOOD,2014-08-15,34.956,6
1,SEAFOOD,2014-08-16,14.268,0
1,SEAFOOD,2014-08-17,19.39,0
1,SEAFOOD,2014-08-18,21.869999,0
1,SEAFOOD,2014-08-19,27.789,0
1,SEAFOOD,2014-08-20,25.214,0
1,SEAFOOD,2014-08-21,18.638,0
1,SEAFOOD,2014-08-22,37.439,6
1,SEAFOOD,2014-08-23,24.862999,0
1,SEAFOOD,2014-08-24,13.135,1
1,SEAFOOD,2014-08-25,16.001,0
1,SEAFOOD,2014-08-26,27.264,0
1,SEAFOOD,2014-08-27,29.486,0
